60008,6108,Range USA - Hodgkins,9400 63rd Street,IL,Hodgkins,60525,(708) 328-3060,Yes,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 50 yd/mtr,,https://rangeusa.com/
60008,1632,Naperville Sportsman's Park,West Street at Martin Avenue 735 S West St,IL,Naperville,60540,(630) 828-6671,Yes,"Public, Outdoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns",,,http://www.napervillesportsmansclub.org
60102,4862,The Range at 355,9003 Murphy Rd,IL,Bolingbrook,60440,(630) 739-9000,Yes,"Public, Indoor, Handicap accessible , Public Access, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 75 ft,,http://www.range355.com
60102,8419,Range USA - Naperville,560 Frontenac Court,IL,Naperville,60540,(331) 301-4130,Yes,"Public, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 50 ft",,https://rangeusa.com/
60102,1792,J.R. Shooting Sports Inc.,519 N. Oakhurst Drive,IL,Aurora,60502,(630) 236-7788,Yes,"Public, Indoor, Handicap accessible , Public Access, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.jrshootingsports.com
60102,7063,Chicago Bow Hunters Inc,320 Charlestown Dr,IL,Bolingbrook,60440-1303,(630) 739-9844,No,"Private, Indoor/Outdoor, Handicap accessible , Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://www.chicagobowhunters.com
60103,6436,"Kishwaukee Archers, Inc.",28278 Lukens Road,IL,Sycamore,60178,(815) 899-6699,No,"Private, Indoor/Outdoor, Handicap accessible , Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://www.kishwaukeearchers.org
60104,6380,St. Charles Sportsmen's Club,44W471 Keslinger Road,IL,Elburn,60119,(630) 365-9881,No,"Private, Outdoor, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://www.scsportsmans.org
60110,7146,Sycamore Sportsmans Club,1773 W Motel Rd,IL,Sycamore,60178-3416,(815) 895-5776,No,"Private, Indoor, Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 100 yd/mtr",,https://www.facebook.com/pages/Sycamore-Sportsmans-Club/111629652207326
60112,1732,Aurora Sportsmens Club,7858 Preserve Rd,IL,Waterman,60556,(815) 264-9000,Yes,"Private, Outdoor, Handicap accessible , Public Access, Members Only, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 500 yd/mtr, Center-Fire Rifle: 500 yd/mtr",,http://www.aurorasc.org
60112,5381,Pine Tree Pistol Club,5454 11th St,IL,Rockford,61109-3664,(815) 874-7399,Yes,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 75 ft,,http://www.pinetreepistolclub.com
60112,11339,Rock Ridge Sportsmen's Club,14755 Edson Rd.,IL,Davis Junction,61020,(815) 382-1232,No,"Public, Outdoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,https://www.facebook.com/Rock-Ridge-Sportsmens-Club-923744917991977/
60112,3945,"Upland Hunt Club & Sporting Clays, Inc",14755 Edson Rd.,IL,Davis Junction,61020,(815) 874-7444,No,"Public, Outdoor, Public Access",,"Handguns, Rifles, Shotguns",,,http://www.uplandhuntclubandsportingclays.com
60112,6751,Rockford Skeet & Trap Club,8104 Lindenwood Rd,IL,Rockford,61109-1739,(815) 873-8773,No,"Private, Outdoor, Handicap accessible , Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://www.rockfordskeetandtrap.com
60112,4409,Rochelle Wldlfe Cns Club,3501 Sweeny Rd,IL,Chana,61015,(815) 732-2808,No,"Private, Outdoor, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://rochellewildlife.org/
60113,7094,Sandwich Sportsmans Club Inc,1011 Hartman Trail,IL,Sandwich,60548-0438,(815) 786-6969,No,"Private, Outdoor, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://www.sandwichsportsmansclub.com
60120,7697,RKA Gun Gallery,3029 Eldamian Road,IL,Plano,60545-9715,(630) 552-0003,No,"Public, Indoor, Handicap accessible , Public Access, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 75 ft,,http://www.rkagungallery.com
60120,3510,Knollwood Gun Club,7475B Rt 71,IL,Yorkville,60560,(630) 553-7585,No,"Private, Outdoor, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,#
60120,2677,Silver Springs State Fish & Wildlife Area,13608 Fox Rd,IL,Yorkville,60560-9540,(630) 553-6297,No,"Public, Indoor/Outdoor, Public Access",,"Handguns, Rifles, Shotguns",,,http://dnr.state.il.us/lands/landmgt/parks/r2/silversp.htm
60120,1823,Millbrook Hunting Club,7519 Finnie Rd,IL,Newark,60541-9450,(708) 553-5407,No,"Private, Outdoor, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,#
60130,7089,Plug & Pellet Sportsmans Club,4725 Centerville Rd,IL,Rockford,61102 0000,(815) 962-0087,No,"Private, Outdoor, Handicap accessible , Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://www.plugandpelletclub.org
60135,10450,Hickory Hills Rod & Gun Club,13710 Essington Road,IL,Plainfield,60544,815-277-9453,No,"Private, Outdoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns",,,http://hickoryhillsrgc.com
60135,7088,Glisson Archery & Pro Shop,22900 E Main St,IL,Plainfield,60544-7469,(815) 436-5803,No,"Public, Indoor/Outdoor, Handicap accessible , Public Access, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://www.glissonarchery.com
60139,1539,"Mega Sports, Inc.",16001 S Lincoln Highway,IL,Plainfield,60586,(815) 439-4867,Yes,"Public, Indoor, Handicap accessible , Public Access",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 75 ft,,http://www.megasportsfirearms.com
60145,4114,Newark Sportsmens Club,10251 Fox River Drive,IL,Newark,60541,(815) 695-5573,No,"Public, Outdoor, Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",Center-Fire Rifle: 100 yd/mtr,,http://www.newarksportsmensclub.com
60402,6103,Right On Target,233 Mooney Dr,IL,Bourbonnais,60914,(815) 370-0602,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,#
60404,11571,Range USA - Shorewood,19641 Northeast Frontage Road,IL,Shorewood,60431,(815) 390-3438,Yes,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,https://rangeusa.com/location-shorewood
60406,6011,Downers Grove Sportsmen's Club,4700 W Old Stage Rd,IL,Morris,60450,(815) 941-1366,Yes,"Private, Outdoor, Handicap accessible , Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://www.downersgrovesc.com
60406,12421,Diamond Indoor Trap Range,2155 East Division Street,IL,Diamond,60416,815-907-7345,No,"Public, Indoor, Handicap accessible , Public Access, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 50 ft,,http://Diamondindoortraprange.com
60406,6756,Erienna Hunt Club Inc.,Nettle School Rd,IL,Morris,60450,(815) 955-9498,No,"Public, Outdoor, Public Access, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://www.eriennahuntclub.com
60408,9213,Illinois State Rifle Association,1589 N 7000 W Road,IL,Bonfield,60913,(815) 635-3198,Yes,"Private, Outdoor, Handicap accessible , Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 50 yd/mtr",,http://www.isra.org
60408,1827,Seneca Hunt Club,East Union St,IL,Seneca,61360,(815) 357-8080,No,"Private, Outdoor, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://senecahuntclub.net
60421,7824,Zeus Gun Dog Training,9569 E 2700 N Rd,IL,Cornell,61319,(815) 358-2395,No,"Public, Outdoor, Public Access",,"Handguns, Rifles, Shotguns",,,https://www.facebook.com/Zeus-Gun-Dog-Training-158861207484679/?ref=page_internal
60421,7743,Rooster Heaven Hunt Club,12330 North 2900 East Road,IL,Forrest,61741,(815) 832-4327,No,"Public, Outdoor, Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://www.roosterheaven.com
60469,10174,OCC Firearm Training Center,4454 S US Hgwy 45-52,IL,Kankakee,60901,(815) 450-7162,No,"Public, Indoor, Handicap accessible , Public Access, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 50 ft",,http://occfirearmtraining.com
60471,5434,Buffalo Range Shooting Park,1252 N 2803rd Road,IL,Ottawa,61350,(815) 433-2471,No,"Public, Outdoor, Handicap accessible , Public Access",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://www.buffalorangeshootingpark.com
60554,1838,Briar Knoll Hunting and Fishing,1502 Briar Knoll Rd,IL,Amboy,61310-9376,(815) 857-2320,No,"Private, Outdoor, Handicap accessible , Public Access, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,http://www.briarknoll.org/Home_Page.php
60912,1618,Green Acres Sportsman's Club,1458 N 1700 E Rd,IL,Roberts,60962,(217) 395-2588,No,"Private, Outdoor, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://www.huntgreenacres.com
60919,5790,Loda Sportsmens Club,0,IL,Paxton,60949,(217) 396-5621,No,"Public, Outdoor, Public Access, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,https://www.facebook.com/pages/Loda-Sportsmans-Club/208770309158170
60934,4271,Foosland Sportsman Club,3429 CR 450 E,IL,Foosland,61845,(217) 784-4222,No,"Private, Outdoor, Members Only, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",Center-Fire Rifle: 100 yd/mtr,,https://www.facebook.com/pages/Foosland-Sportsman-Club/111816492187599
60950,4883,High Caliber Training Center & Indoor Range,1414 Triumph Dr.,IL,Urbana,61802,(217) 344-4282,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.highcalibertrainingcenter.com
60950,5969,St. Joseph Sportsman Club,1650 N Country Road 2385 E,IL,St. Joseph,61873,(217) 469-2768,No,"Public, Indoor/Outdoor, Handicap accessible , Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Handgun/Smallbore Rifle: 50 ft",,https://www.facebook.com/pages/St-Joe-Sportsman-Club/256894057676581
61008,5559,Smokin Gun Worx,8785 North Baileyville Road,IL,Forreston,61030,(815) 938-3006,Yes,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.smokingunworx.com/
61008,3619,"Tri County Gun Club, Inc.",3441 S Brookville Rd,IL,Polo,61064-9721,(815) 625-7916,No,"Private, Outdoor, Handicap accessible , Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 200 yd/mtr, Center-Fire Rifle: 200 yd/mtr",,http://www.tcgc.net
61015,5632,Coleta Sportsmen Club,21038 Pilgrim Road,IL,Chadwick,61014,(815) 284-0494,No,"Private, Outdoor, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://coletasportsmensclub.com
61015,10267,Sinnissippi Rod & Gun Club,23181 Moline Road,IL,Sterling,61081,,No,"Private, Indoor/Outdoor, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://sinnissippirodandgunclub.weebly.com/
61024,6757,Rogers' Hunting Club Inc.,727 Maytown Rd.,IL,Ohio,61349,(815) 379-2427,No,"Public, Outdoor, Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://www.rogershuntclub.com
61239,2373,Hook and Bullet Conservation Club,2153 Knox Hwy 28,IL,Victoria,61485,(309) 932-2050,No,"Private, Outdoor, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://hookandbullet.weebly.com/
61263,5382,"Galesburg Archery Club, Inc.",602 Hawthorne Ct,IL,Galesburg,61401-1200,(309) 334-2698,No,"Private, Indoor/Outdoor, Public Access, Members Only",,"Handguns, Rifles, Shotguns",,,http://galesburgarcheryclub.webs.com
61312,3836,Toluca Sportsmans Club,2825 County Road 500 N,IL,Toluca,61369-0447,(309) 212-7371,No,"Private, Outdoor, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 200 yd/mtr, Center-Fire Rifle: 200 yd/mtr",,http://tolucasportsmansclub.com/
61315,7531,"Independence Arms, Inc.",County Road 900 E,IL,Sparland,61565,(309) 340-3871,No,"Private, Outdoor",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,#
61322,8936,Midwest Gun Collectors' Association,Washburn Road,IL,Washburn,61570,(309) 274-2977,No,"Private, Outdoor, Handicap accessible , Members Only, Memberships Available",,"Handguns, Rifles, Shotguns",,,http://www.midwestgca.com
61370,1938,Chillicothe Sportmans Club,21228 N Yankee Lane,IL,Chillicothe,61523,(309) 697-6766,No,"Private, Indoor/Outdoor, Members Only, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",Center-Fire Rifle: 300 yd/mtr,,http://www.chillisportsmen.org
61402,4938,Nice Shot,22147 N. Spoon River Rd.,IL,Laura,61451,(309) 635-9230,No,"Public, Outdoor, Public Access, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 500 yd/mtr, Center-Fire Rifle: 500 yd/mtr",,https://www.facebook.com/LongDistanceShootingRange/?ref=page_internal
61432,2385,Hanna City Sportsmn Club,103 N Main St,IL,Hanna City,61536,(309) 565-7423,No,"Private, Outdoor, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,https://www.facebook.com/pages/Hanna-City-Sportsmen-Club/219272741442229
61434,3685,Peoria Sportsmans Club,6404 Bass Rd,IL,Manito,61546,(309) 545-3007,No,"Private, Outdoor, Public Access, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,https://www.facebook.com/pages/Peoria-Sportsman-Club/116617131695675
61452,10585,Tac Shack,8919 North University Street,IL,Peoria,61615,(309) 683-0111,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,https://tacshack.com
61534,12202,Oak Ridge Sportsman’s Club (of Illinois),1301 Weishaupt rd,IL,Mackinaw,61755,(309) 453-2099,No,"Public, Outdoor, Public Access, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,#
61569,1793,"Darnalls Gun Works and Ranges/dba DGW, Inc.",6125 E. 1175 N. Road,IL,Bloomington,61704,(309) 379-4331,No,"Public, Indoor/Outdoor, Handicap accessible , Public Access, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 300 yd/mtr, Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 300 yd/mtr, Center-Fire Rifle: 75 ft",,http://www.darnalls.com
61569,6880,Central Illinois Precision Shooting,6125 E. 1175 N. Road,IL,Bloomington,61704,(309) 379-2999,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 50 ft,,http://www.cipshooters.org
61704,7038,C. I. Shooting Sports,700 Wylie Dr,IL,Normal,61761,(309) 820-1008,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.cishootingsports.com/
61704,11854,American Heritage Range,3991 Gabby Road,IL,Waynesville,61752,(309) 452-8880,No,"Private, Outdoor, Handicap accessible , Public Access, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://americanheritagerange.org
61704,5589,Pistol Prep Academy,114 SW Arch St,IL,Atlanta,61723,(309) 830-7182,No,"Public, Outdoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 50 yd/mtr,,http://www.pistolprepacademy.com
61722,3755,Lincoln Sportsman Club,1450 1056th Ave,IL,Lincoln,62656-2223,(217) 735-3212,No,"Private, Outdoor, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 50 yd/mtr",,https://www.facebook.com/pages/Lincoln-Sportsman-Club/169838089700392
61728,2384,Warrensburg Sportsman Club,Rt 121 & Glasgow Rd,IL,Warrensburg,62573-0065,(217) 672-3543,No,"Public, Outdoor, Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://www.wsctrap.com/home.html
61728,2185,Decatur Gun Club,61 Faries Parkway,IL,Decatur,62524,(217) 877-0400,No,"Public, Outdoor, Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://www.decaturgunclub.com
61811,1826,Olde Barn Sporting Clays,26628 St Hwy 133,IL,Oakland,61943,(217) 346-3211,No,"Public, Outdoor, Public Access",,"Handguns, Rifles, Shotguns",,,https://www.facebook.com/pages/The-Old-Barn-Sporting-Clays/253736317974736
61814,4077,Lake Fork Sportsman's Club,355N 1375E Rd,IL,Atwood,61913,(217) 369-5544,No,"Private, Indoor, Handicap accessible , Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 200 yd/mtr",,http://lfsc.net
61820,7795,The Bullet Trap,279 N Front St,IL,MACON,62544,(217) 764-5678,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://www.the-bullettrap.com/
61911,4963,Sullivan Gun Club,1458 St Hwy 121,IL,Sullivan,61951,(217) 620-6575,No,"Public, Outdoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,https://www.facebook.com/Sullivan-Gun-Club-483371268450290/?ref=page_internal
61911,5695,Charleston Sportsmens Club,5244 N Country Road 1400 E,IL,Charleston,61920,(217) 345-6423,No,"Public, Outdoor, Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://www.chasgunclub.com/home.html
61912,12459,Windsor Rod and Gun Club,2501 East 1650 North Road,IL,Windsor,61957,217-670-9657,No,"Private, Outdoor, Handicap accessible , Public Access, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,#
61913,4412,The Quail Shed,3733 E Snake Trail Rd,IL,Martinsville,62442-2413,(217) 343-6511,No,"Public, Outdoor, Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,https://www.facebook.com/The-Quail-Shed-372257940073/?ref=page_internal
61913,7424,Edwards County Sportsmen's Club,967 IL-130,IL,Albion,62806,(618) 449-7661,No,"Private, Outdoor, Handicap accessible , Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Center-Fire Rifle: 100 yd/mtr",,https://www.facebook.com/Edwards-County-Sportsmans-Club-1325069064173593/?ref=page_internal
61913,4280,"Lakewoods Flying Duck Sporting Clays, Inc.",RR2 Box 188B County Rd 1775E,IL,Cisne,62823-9548,(618) 673-2878,No,"Public, Outdoor",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 200 yd/mtr, Center-Fire Rifle: 200 yd/mtr",,http://www.lakewoodsflyingduck.com
61924,10927,X RING CUSTOM LLC SHOOTING RANGE,508a West Main Street,IL,Toledo,62468,(217) 849-3353,Yes,"Public, Outdoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 50 yd/mtr, Center-Fire Rifle: 1000 yd/mtr",,http://www.xringcustom.com
62001,10500,County Line Shooting Center Inc.,17870 East 1800th Avenue,IL,Teutopolis,62467,(217) 240-2424,No,"Public, Indoor, Handicap accessible , Public Access, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",Center-Fire Rifle: 75 ft,,http://countylineshootingcenter
62002,1470,Edwardsville Gun Club,4104 Staunton Rd,IL,Edwardsville,62025,(618) 656-2875,No,"Private, Outdoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://www.edwardsvillegunclub.org
62002,1870,Staunton Sportsman Club,20145 SPORTSMAN CLUB LN,IL,Staunton,62088,(618) 635-2166,No,"Private, Outdoor, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,https://www.facebook.com/StauntonSportsmansClub/?ref=page_internal
62002,1596,Pheasant Valley Sportsmens Club,880 S Dorchester Rd,IL,Bunker Hill,62014-0360,(618) 585-3956,No,"Public, Outdoor, Handicap accessible , Members Only",,"Handguns, Rifles, Shotguns",Handgun/Smallbore Rifle: 500 yd/mtr,,https://www.facebook.com/pages/Pheasant-Valley-Hunt-Club/115547178468123
62002,4128,"Rampart Range, Inc.",800 West Johnson St.,IL,Pocahontas,62275,(618) 669-2401,No,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.rampartrangeinc.com
62002,2113,Highland Pistol and Rifle Club,13312 Bellm Road,IL,Highland,62249-4578,(618) 654-5971,No,"Public, Indoor/Outdoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 100 yd/mtr, Handgun/Smallbore Rifle: 50 ft, Center-Fire Rifle: 100 yd/mtr",,http://www.highlandgunclub.com
62002,1474,Brittany Shooting Park,11374 Prairie Dell Rd,IL,Plainview,62014,(618) 278-4462,No,"Private, Outdoor, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://www.brittanyshooting.com
62002,5383,Winchester Handgun Facility,Route 140 and Powder Mill Road,IL,East Alton,62024,(618) 258-2629,No,"Public, Outdoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://www.winchestergunrange.com
62002,10726,Winchester Trap & Skeet Facility,600 Powder Mill Road,IL,East Alton,62024,(618) 258-2633,No,"Public, Outdoor, Handicap accessible , Public Access, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://www.winchestergunrange.com
62006,4109,Gateway Gun Club,13547 Missouri Bottom Rd,MO,Bridgeton,63044-4420,(314) 344-1050,Yes,"Public, Outdoor, Handicap accessible , Public Access, Memberships Available",,"Handguns, Rifles, Shotguns",,,http://www.gatewaygunclub-stl.com
62006,4107,Alton-Wood River Sportsmen's Club,3109 Godfrey Road,IL,Godfrey,62035,(618) 466-3042,No,"Private, Outdoor, Members Only, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://thesportsmensclub.com/
62006,6016,Joker's Wild Sporting Clays,15201 Route 111,IL,Chesterfield,62630,(618) 753-2003,No,"Public, Outdoor, Handicap accessible , Public Access, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,http://www.jokerswildsportingclays.com
62006,3907,NILO Farms,15025 Hwy. 111,IL,Brighton,62012,(618) 466-0613,No,"Private, Outdoor, Public Access, Members Only",,"Handguns, Rifles, Shotguns",,,http://www.nilofarms.com
62006,2053,Otter Creek Hunting Club,19201 Hunting Club Road,IL,Jerseyville,62052,(618) 376-7601,No,"Public, Outdoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",Center-Fire Rifle: 200 yd/mtr,,http://www.ottercreekhunting.com
62009,11414,Ultimate Defense Firing Range & Training Center,590 Turner Blvd,MO,Saint Peters,63376,(636) 278-2825,Yes,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,http://www.udrange.com
62009,11983,Range USA - O'Fallon,9100 Veterans Memorial Parkway,MO,O'Fallon,63366,(513) 657-1501,Yes,"Public, Indoor, Handicap accessible , Public Access, Memberships Available, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns","Handgun/Smallbore Rifle: 75 ft, Center-Fire Rifle: 75 ft",,https://rangeusa.com/
62010,5726,Fallers Sporting Clays,13107 Niemeyer Trl,IL,Butler,62015,(217) 556-2016,No,"Public, Outdoor, Public Access, Host Events Open To Public/Non-Members",,"Handguns, Rifles, Shotguns",,,https://www.facebook.com/Fallers-Sporting-Clays-352307548265452/?ref=page_internal
62014,4273,Bass Pro Shop num 014,1365 S 5th St,MO,Saint Charles,63301-2457,(636) 688-2500,Yes,"Public, Indoor",,"Handguns, Rifles, Shotguns",,,http://www.basspro.com/webapp/wcs/stores/servlet/CFPage?storeId=10151&catalogId=10001&langId=-1&appID=94&storeID=26
